Timestamp,Email address,sba,fr
16/08/2022 23:18:33,,M-úr būwá m-ār-é ùr yā̰ mbā ɗā būwá-sḭ̀ mḛ̀ kə́y gɨ́ lə̀-ḿ,J'ai creusé un trou profond pour en faire le WC dans ma concession
16/08/2022 23:19:02,,ā̰y lél ɓá ā̰y ndī,Si tu fuis le vent alors tu va fuir la pluie
16/08/2022 23:19:39,,Lél-māĺ ùn bìrī ɓá njè-kə́y-sìngā èsɨ̀ kə̀m ə̀ĺ,Le tourbillon soulèverait un mortier avant qu'une vieille veuve ne devienne enceinte
16/08/2022 23:20:10,,Tō ḭ̀ ɓá ùndā-ī,C'est un scorpion qui t'a piqué
16/08/2022 23:20:29,,Lò-gɨ́ dèné àw̄ ɓá òō ɓə́y,C'est quand la femme y va qu'elle voit
16/08/2022 23:20:55,,M-ā kàw̄ kìlā kìī ɓá m-ā tél ɗèē ɓə́y,Je vais aller à la pêche d'abord avant de revenir
16/08/2022 23:23:25,,Ná̰ ɓá àr̄-ī wà?,Qui te l'a donné? 
16/08/2022 23:23:54,,ɗí ɓá à ɗā-né wà?,Que donc va-t-il en faire? 
16/08/2022 23:24:12,,Sé ɗā bàń ɓá ngō-kó̰-í lé ìngà làr yā̰ bè wà?,Comment se fait-il que ton frère a trouvé autant d'argent?
16/08/2022 23:24:52,,Sé ɗí ɓá ī-ndōgō ɓōgɨ́-nè wà? ,C'est quoi que tu as acheté aujourd'hui? 
16/08/2022 23:25:25,,Sé ná̰ ɓá ī-é tàgɨ́-nè wà?,C'est qui que tu as vu hier?
16/08/2022 23:25:49,,m̄-ɓàā gúsù nàńg tà bā gɨ́,J'ai trouvé de l'argent sur la terre à côté du fleuve
16/08/2022 23:26:12,,āw dáà ɗèē ɓí ɓáà,"Va et il faut que tu reviennes, n'est-ce pas?"
16/08/2022 23:26:35,,M-ār-é ɓúl-ùbū yàá ɓádɨ́-ɓá m̄-tél m-ār-é kō-kàsɨ̀ dɔ̀ gɨ́ ɓə́y,"Je lui ai donné d'abord des arachides, et ensuite du sorgho"
16/08/2022 23:26:57,,ɓádɨ́-ɓá túgā kāgɨ̄ ɓō únjā wàlà ə̀ĺ,Avant de couper le bois il faut d'abord couper la paille
16/08/2022 23:27:21,,ɓāl kárā bè ndī ə̀r ə̀ĺ,Une année la pluie n'était pas tombée
16/08/2022 23:27:42,,Sé ɓāl-í kándá wà? ɓāl-ḿ ɗɔ̄-sɔ́,Quel âge as-tu? J'ai quarante ans
16/08/2022 23:28:03,,Lò gɨ́ yḛ̀ ùn là lə̀-á ndáà àw̄ ùgā ɓāng dì-á gɨ́,Quand il a reçu son salaire il est parti payer sa dette
16/08/2022 23:28:24,,"ɓàr ɗèē mbá̰ ndáà lò ndām gòdó, kùlà yàá bàá","La saison des pluies est arrivée, on ne joue plus, on cultive les champs"
16/08/2022 23:29:09,,"Sḛ́ gō-gɨ́ ndáà, njè ndōgō kūnjá lé tél ɓār gō njè ɗàb-é lé","Un peu de temps après, le client revient et appelle le vendeur de poule"
16/08/2022 23:29:28,,Də̀w̄ ɓār-m̄,Quelqu'un m'appelle
16/08/2022 23:29:53,,Dàlè láw ɓār ndáà ngōn láw nà̰y ɗàng ə̀ĺ,"Quand le tambour de l'initiation résonne, aucun jeune ne manque d'y être"
16/08/2022 23:30:16,,ɓār-dé kàr̄-dé d-áw d-úsā né ɓē lì-á,Il les invita à manger chez lui
16/08/2022 23:30:43,,ɓār-ḿ àw̄ sə̀-ḿ ɓē lə̀-á,Il m'a invité à aller avec lui 
16/08/2022 23:31:04,,úwā né ɓá ā ɓār kū ɓí,Attrape d'abord le gibier et demande ta gibecière après
16/08/2022 23:31:27,,Tō dèné gɨ́ gɔ̀jì dúmsú bàá yàá ɓá tì-á ɓār yā̰ nò̰ó̰,C'est une femme très courte qui parle beaucoup là
16/08/2022 23:31:52,,Ngàā ɓàsí-nè ɗí ɓá ā ɗā wà?,Et maintenant qu'est-ce que tu vas faire?
16/08/2022 23:32:24,,ɗó lé də̄sɨ́ njóróng mḛ̀ ɓē gɨ́ lə̀-sí,Le chemin passe directement par notre village
16/08/2022 23:32:44,,ā tò ɓē lə̀ ná̰ wà?,Tu vas loger chez qui?
16/08/2022 23:33:07,,Mbáy gòdó ɓē-é,Le chef n'est pas à la maison
16/08/2022 23:33:27,,Bàdɨ̄ jē ɓə̄ĺ ɓéē-dé jē yā̰ ùndā bḭ̄yā̰ jē,Les moutons ont plus peur de leurs propriétaires que les chèvres
16/08/2022 23:33:54,,ìlā kùmā kènéng ɓə̄-dɨ̀ tɔ̄l-é-né,Il a versé du poison pour le tuer
16/08/2022 23:34:17,,ɓə̄-dɨ̀ úwá jī-á ā-m̄,Pense bien à le saluer de ma part
16/08/2022 23:34:37,,ɓə̀dɨ̄ lé tá nà̰ā̰ gɨ̀ bàngɨ̀rà nè ḛ̀ tḛ́ bàá,"Le singe est pareil au cynocéphale, mais il est plus petit"
16/08/2022 23:35:03,,ɓə̄r mbī dàlè,Tendre la peau du tambour en donnant des coups sur les bords
16/08/2022 23:35:24,,ḛ̀ lé ɓə̄r tàr yā̰ léè,Lui il est très têtu
16/08/2022 23:35:43,,óm̄ màn̄ lé ā-m̄ sə̀-í ɓə́y,"Donne-moi encore de l'eau, s'il te plaît"
16/08/2022 23:36:05,,K-únd-á sár-sár ɓá d-ḭ́yā̰-á ɓə́y,"Ils le frappaient pendant longtemps, puis ils l'ont laissé"
16/08/2022 23:36:27,,ɗéèē ə̀ĺ ɓə́y,Ils ne sont pas encore venus
16/08/2022 23:36:53,,M-ā m-ō Njàménà gɔ̀l kárā ə̀ĺ ɓə́y,Je n'ai jamais vu N'djaména
16/08/2022 23:37:16,,Né gɨ́ ɓə́y-ɓə́y lèl̄ dā jē ɓō lèl̄ də̀w̄ jē ə̀ĺ,Une chose répétée et répétée plaît les animaux mais pas les hommes
16/08/2022 23:37:41,,m̄-ndó né yā̰ tìl gɨ́ ndáà m̄-tò ɓī ə̀ĺ,"J'étudie beaucoup la nuit, je ne dors pas"
16/08/2022 23:38:07,,"Ngōn kárā, ɓī ɗā kə̀m-é yā̰",L'un des enfants avait très sommeil
16/08/2022 23:38:28,,āw ɓē-é ə̀ĺ ɓí wà?,Tu n'es pas encore rentré chez toi? 
16/08/2022 23:38:48,,ā tél kàw̄ yàá ɓí wà?,Est-ce que tu vas encore repartir?
16/08/2022 23:39:16,, Tènjì òō mɔ̀ngɨ̀r-é ɓá ùndā ùbū ɓí,L'abeille mesure sa force d'abord et après produit du miel
16/08/2022 23:39:41,,Kùlà ɓìndī gɔ̀l-é gɨ́ àr̄-é òsō,La corde s'est enroulée au pied et il est tombé
16/08/2022 23:40:02,,Kə́m ɓìndī rī-á jám gɨ́ lə̀ gádɨ́-màgār.,La mouche s'enroulait dans la toile d'araignée
16/08/2022 23:40:28,,Wàsɨ̄ gɨ́ ndɔ̀ɔ̄ dɔ̀ ɓìr-ɓìsī-lò gɨ́ d-úlá pə̀r lé àndɨ̄ màjì yā̰,Le melon labouré sur le tas d'ordures brûlées produit très bien
16/08/2022 23:41:00,,N-àw̄ ə̀ĺ ɓò,Il ne part pas 
16/08/2022 23:41:22,,Ndī ə̀r ə̀ĺ àr̄ ɓō ò̰ də̀w̄ jē yā̰,La pluie n'est pas tombée et la faim rongeait les gens
16/08/2022 23:42:05,,"ɓō ɗā-m̄ yā̰, nè āw gɨ̀ né-sɔ̀ wà? ","J'ai beaucoup faim, as-tu quelque chose à manger?"
16/08/2022 23:42:40,,Mā̰ ɓá ɓār-m̄ ɓō ī ə̀ĺ,"C'est moi qu'on appelle, et non toi"
16/08/2022 23:43:13,,Né gɨ́ ɓə́y-ɓə́y lèl̄ dā jē ɓō lèl̄ də̀w̄ jē ə̀ĺ,Une chose répétée et répétée plaît les animaux mais pas les hommes
16/08/2022 23:43:42,,"Dáà, ɓō-dɨ̀ úwā jī-á ā-m̄","Alors, il faut lui dire bonjour de ma part"
16/08/2022 23:44:06,, ɓō-gɨ̀ ɗèē gɨ̀ ngōn lé ā-m̄-é,Il faut que tu amènes l'enfant pour moi
16/08/2022 23:44:37,,"Màn̄ lé ɓòbɨ̀ yā̰, ɓō màjì kàӯ èĺ","Cette eau est très boueuse, alors elle n'est pas bonne à boire"
16/08/2022 23:44:57,,Sé ɓōgɨ́-nè də̀w̄ kárā yàá kàrà ɗā kīdō ə̀ĺ wà? ,Est-ce qu'aujourd'hui il y a au moins une personne qui ait fait de la bière?
16/08/2022 23:45:16,,Jḛ̀ḛ̄ j-ìsɔ̀ né yā̰ ɓōgɨ́-nè ndáà rɔ̄ də̀w̄ jē láy yàá lèl̄-dé,"On a bien mangé aujourd'hui, et tout le monde est content"
16/08/2022 23:45:42,,Bàdàkúmbá ɓògò gúsù lə̀ kàgá lə̀-ḿ ɗə́bə́,L'apprenti-chauffeur a volé l'argent de mon grand-père sur la route
16/08/2022 23:46:04,,D-úwá dɔ̀ ɓògò dɨ́,On l'a pris pendant le vol. Expr: njè-ɓògò -voleur
16/08/2022 23:46:28,,Ndàm ùndà ɓòng-é pə̀r dɨ́,L'écureuil plonge sa queue dans le feu
16/08/2022 23:46:54,,ɓòng kə̀r̄ lé gɔ̀jì yā̰ ùndā ɓòng màn̄g,La queue de l'éléphant est plus courte que la queue du boeuf
16/08/2022 23:47:16,,Jímī lé tō yèl̄ gɨ́ ndùl gɨ́ ɓòng-é ngāl,Le drongo est un oiseau noir avec la queue longue
16/08/2022 23:47:45,,ɓòyò jē bùlà yàá à ɗā-dé ɓá à sɔ̀ ɓə́y,"La plupart des champignons, il faut les traiter avant de les manger"
16/08/2022 23:48:14,,Gél ɓɔ́l lə̀-ḿ mbùdù,Le fond de ma poche est percé
16/08/2022 23:48:34,,"Dùl ìsì mḛ̀ ɓɔ́l dɨ́ lé, ùr mbī-á òō-né pà lé",La biche était dans le sac et écoutait cette chanson
16/08/2022 23:49:00,,ḛ̀ mbūsū kūbū jē lə̀-á mḛ̀ ɓɔ́l gɨ́ ndáà gès-é gɨ́ nà̰y lé òm-dé mḛ̀ kàrè gɨ́,"Ses vêtements étaient bourrés dans le sac et ce qui restait, il les a mis dans le panier"
17/08/2022 23:09:23,,ɓɔ́l ngōn lé bòý yā̰,La joue de l'enfant est très grosse
17/08/2022 23:10:08,,ɓɔ̄n jē d-ál kāgɨ̄ gɨ́ yā̰ nè dèné jē gɨ́ mḛ̀ ɓē gɨ́ d-ísɔ̄ dé ə̀ĺ,Les écureuils montent beaucoup dans les arbres. Les femmes dans les villages ne les mangent pas
17/08/2022 23:11:13,,Bɔ̀-ḿ jē lé ɓúgā yā̰ ɓō tɔ́g-é kàr̄ ɗā-né kùlà gòdó,Mon père est déjà vieux; il n'a plus la force de travailler
17/08/2022 23:11:34,,Bɔ̀-ḿ jē ɓúgā yā̰ àsɨ̀ njā ə̀ĺ ngàā,"Mon père est très vieux, il ne peut plus marcher"
17/08/2022 23:12:01,,Mbàw jē gɨ́ d-ɔ́sɨ̄ kānjī ɓūl-màn̄ gɨ́ lé d-úwā kānjī yā̰,Les pêcheurs qui font la pêche dans l'eau profonde attrapent beaucoup de poissons
17/08/2022 23:12:25,, à túngā-né ɓúl-ndà,Il va griller des pois de terre
17/08/2022 23:12:48,,ɓúngā nà̰ā̰ ɗéèē,Ils viennent en masse
17/08/2022 23:13:11,,Kó̰-dèné jē d-áw d-úwā ɓùr kō gɨ́,Les vieilles femmes glanent le champ de mil
17/08/2022 23:13:38,,D-úlā-m̄ dɨ̀ kùlà,Ils m'ont envoyé avec une commission
17/08/2022 23:13:58,,D-áw kōrē mùrū gɨ̀ ndùjī kō,On prépare la boule avec la farine du mil
17/08/2022 23:14:21,,Kùmā gɨ́ d-á-m̄ lé màjì yā̰,Le médicament qu'ils m'ont donné est très bon
17/08/2022 23:14:43,,Dā wúl gɨ́ nàjì lé dɔ̀ nà̰ā̰-dɨ́,Rassemble les arachides étalées en tas
17/08/2022 23:15:06,,Kàndɨ̄ dā lé lèl̄ yā̰ ùndā kàndɨ̄ mbɔ̀r,Le fruit de l'arbre Sterculia setiger là est plus délicieux que le fruit de la pomme cannelle
17/08/2022 23:15:35,,Dā kō tò wə̄ĺ-nè yā̰,Il y a beaucoup de repousses de mil cette année
17/08/2022 23:16:28,,Mə̀m-é jē lé tɔ̄l dā àr̄-é,Ses beaux-parents lui tuèrent une bête
17/08/2022 23:17:02,,Kə̀r̄ lé tō dā gɨ́ bòý ùndā màr̄-é jē,L'éléphant est un animal qui est plus grand que les autres
17/08/2022 23:17:36,,Rɔ̄-á lèl̄-é yā̰ pà nà n-ìngà dā ngàā ,"Il était content, se disant qu'il avait trouvé de la viande maintenant"
17/08/2022 23:17:58,,Ná̰y gɨ́ kɔ̄r dā gòdó kènéng lé lèl̄-m̄ yā̰,J'aime beaucoup la sauce sans des morceaux de viande
17/08/2022 23:18:28,,"ī dá, bàń ɓá āw mbə́ sə̀-ḿ yā̰ bè wà?","Toi là, comment te moques-tu de moi ainsi?"
17/08/2022 23:18:59,,Ndìsā dàā lé ngà̰ā̰ yā̰ ùndā ndìsā púrpù,"Le balai de l'herbe Loudetia simplex est plus résistant que le balai de l'herbe ""purpu"""
17/08/2022 23:19:24,,"Bè dáà, j-àw̄ tā","Si c'est ainsi alors, partons"
17/08/2022 23:19:49,,"Bè dáà, ī-ɗèē dɨ̀ ngàlì ā-m̄","Alors, rapporte du manioc pour moi"
17/08/2022 23:22:17,,Dā-kàsɨ̀ tànjì lé lèl̄ yā̰ ùndā ká̰ kūnjá,La chair de la pintade est plus succulente que celle du poulet
17/08/2022 23:21:52,,Ndɔ̄ nè m-ō màm gɨ́ ùr ngōn dā-kāl,Ce matin j'ai vu un boa avaler une petite antilope
17/08/2022 23:23:19,,Dā-màn̄ lé tō dā gɨ́ tō mḛ̀ bā gɨ́ Lèrēé yàá kárā bà.,Le lamantin est un animal qui habite seulement dans le lac de Léré
17/08/2022 23:23:41,,Dā-rɔ̄ də̀w̄ lé à kòy yàá,Le corps humain va mourir! 
17/08/2022 23:24:00,,ùndà dɔ̀ nàng dàaa,Ça a disparu subitement
17/08/2022 23:24:31,,"ī-dàbɨ̀ yā̰, ngàb-í à kàr̄-ī né ə̀ĺ","Tu es très paresseuse, ton mari ne te donnera rien"
17/08/2022 23:24:51,,M-úbā pə̀r nàńg gɨ̀ dàbɨ̀là gɔ̀l-ḿ,J'ai piétiné le feu sur la terre avec la plante de mon pied
17/08/2022 23:25:14,,Dàbɨ̀là jī-ḿ ùndā mḭ̀ḭ̄,J'ai de callosité aux mains
17/08/2022 23:25:41,,Dàdɨ̄ kándɨ̄ kō lé dɔ̀ nà̰ā̰ dɨ́,Entasse les grains de mil ensemble
17/08/2022 23:26:03,,ɓōlé úwā njè-ɓògò ndáà à dàdɨ̄,Si tu attrapes un voleur il va trembler
17/08/2022 23:26:28,,Dàgɨ̀yà lé kḭ́-á jē ùnd-á dàn kèm-é gɨ́,"L'enfant unique, sa mère le pose dans ses yeux (elle l'aime beaucoup)"
17/08/2022 23:26:53,,ùndà dákàl,Il a plongé en tapant les jambes
19/08/2022 17:43:20,,Dálá lé tō ndām rɔ̄-lèl̄ gɨ́ də̀w̄ jē ndām lò-ndùl gɨ́,"La ""dala"" est une dance de joie que les gens dansent la nuit"
19/08/2022 17:43:48,,òdō kúndū jē òdō dàlè jē àw̄ gɨ́ gō Sú dɨ́ lé,"Il prend des balafons, il prend des tambours et s'en va à la recherche de Su"
19/08/2022 17:44:13,,"ɓē lə̀ Ngàmbáy jē lé gél dàlè jē ɓə́dɨ́-ɓə́dɨ́, gán̄g lə́m, kɔ̀dɨ̀ lə́m-á, màsàng lə́m tɔ̀","Il y a différents types de tambours chez les Ngambay: le ""gang"", le ""kode"", le ""masang"" et d'autres encore"
19/08/2022 17:44:47,,ḛ̀ tō dèné gɨ́ àw̄ njā dàlɨ̄m kàrī bàá,C'est une femme qui ne fait que vagabonder sans travailler
19/08/2022 17:45:07,,Ngàb-é lé àw̄ sə̀-á ìlā dàm-á,Son mari le prend et le dépose dans le grenier
19/08/2022 17:45:30,,Dàm lé tō lò ngə̄m kō,Le grenier est un endroit pour garder le mil
19/08/2022 17:45:57,,Ngōn lé òdō jó dɔ̀ dām-é gɨ́,L'enfant porte la jarre sur la partie supérieure de l'épaule
19/08/2022 17:46:17,,ḛ̀ àw̄ dám né-sɔ̀ mbā kàr̄ mḛ̀-é ndān,Il est parti glaner de la nourriture pour qu'il soit rassasié
19/08/2022 17:46:45,,ìlā mə̀r dámsā,Il porte un collier de perles croisé
19/08/2022 17:47:06,,Də̀w̄ jē d-ílā mùrū lé dàn-á ɓá d-ó̰,Les gens mettent la boule au centre pour la manger
19/08/2022 17:47:23,,"Sé dàn-dé dɨ́ mùndá nè lé, ná̰ ɓá ɗā gōsū yā̰ wà? ","D'entre ces trois personnes, quelle a été la plus maligne? "
19/08/2022 17:47:49,,ɗā né lé dān-é-né,Fait ça pour l'accompagner
19/08/2022 17:48:09,,M-ā dān-ī ɗə́bə́,Je vais t'accompagner en route
19/08/2022 17:48:38,,Lél dān-é,Le vent souffle légèrement sur lui
19/08/2022 17:48:59,,ḛ̀ òng màn̄ mḛ̀ ngórō gɨ́ ndáà òm kàdɨ̄ dàn-gɨ́, Elle a versé l'eau dans le canari et a mis le sel dedans
19/08/2022 17:49:24,," Dàn-kàrá lé, ī-ɗā ɗí wà? ","à midi, qu'est-ce que tu as fait?"
19/08/2022 17:49:45,,Dàn-lò bàbɨ̀ yàá ngōn lé tḛ̀ḛ̄ kə̀m-é nō̰,En plein milieu de la nuit l'enfant a ouvert ses yeux et a pleuré
19/08/2022 17:50:07,, Ndī lé ə̀r yā̰ àr̄ màn̄-é àr dàng mḛ̀-kə́y gɨ́,La pluie est beaucoup tombée et l'eau a formé une flaque dans la concession
19/08/2022 17:50:32,,Mā̰ lé m̄-tó də̀w̄ gɨ́ dāng-dɨ́ ɓō də̀w̄ dɔ̀-ḿ gòdó,Moi je suis quelqu'un sans protection et je n'ai personne pour m'aider
19/08/2022 17:50:59,,Dāng-dɨ́ ɗā-m̄,Je suis pauvre
19/08/2022 17:51:44,,Ngōn gɨ́ dāng-gɨ́ lé tɔ̄l dā ɗə́bə́ ə̀ĺ,L'enfant sans protection ne tue pas un animal sur la route
19/08/2022 17:52:14,, Kándɨ̄ dángá lé ōlē āy ndáà à kɔ̀r̄ mò̰y rɔ̄-núngā dɔ̀-í gɨ́,"Les grains de l'arbre Balanites aegyptiaca là, si tu les boues pour boire (le jus) alors il va soigner la maladie de la fièvre (typhoïde)"
19/08/2022 17:52:37,,D-úw-á dàngá̰ỳ,Il est en prison
19/08/2022 17:53:02,,Dèné lì-á ùn kāgɨ̄ ùndà-né dàngɨ̀rà-dì-á tɔ̄l-é,Sa femme a pris un bois et l'a frappé avec en plein milieu de sa tête et l'a tué
19/08/2022 17:53:27,,Lò ndùl gɨ́ lé ḛ̀ dàr jīgī kāgɨ̄ àr̄ gɔ̀l-é tò dò,Dans l'obscurité il a heurté contre une souche et son pied est blessé
19/08/2022 17:53:52,,M-ā kà̰ӯ màn̄ kɨ́ dàrā = M-ā kà̰ӯ màn̄ gɨ́ dàrā,Je boirais bien de l'eau du ciel
19/08/2022 17:54:21,,Ndī ìl̄ dàrā yā̰,Les nuages couvrent complètement le ciel
19/08/2022 17:54:50,,à ndó dásɨ̄m,Il mène une vie oisive
19/08/2022 17:55:13,,Lò-gɨ́ òō tà tújī gɨ́ tḛ̀ḛ̄ dɔ̀ ngō-kḭ́-á gɨ́ ndáà yḛ̀ tūŕ dásɨ̄m,Quand il a écouté le malheur de son frère il s'est torturé tout seul
19/08/2022 17:55:42,,"m̄-dàw yā̰, m-ā tò nàńg sḛ́","Je suis très fatigué, je m'étends un peu"
19/08/2022 17:56:03,,m̄-ɗā kùlà yā̰ ndáà ɓàsí-nè m̄-dàw yā̰,J'ai beaucoup travaillé et maintenant je suis fatigué
19/08/2022 17:56:25,,Njè-ndɔ̀ɔ̄ lé ùnjà kō lì-á ndáà tɔ́sɨ̄ dàm-á dáy-dáy,Le cultivateur a récolté son mil et l'a disposé dans le grenier sans rien perdre
19/08/2022 17:56:46,,ɗèē sè-dé wà?,Es-tu venu avec eux?
19/08/2022 17:57:04,,Yḛ̀ àr̄-dé né d-ísɔ̄,Il leur a donné à manger
19/08/2022 17:57:35,,D-áw dɔ̀ nà̰ā̰ dɨ́ dém-dém,Ils se rassemblent beaucoup
19/08/2022 17:57:57,,Tō də̀w̄ gɨ́ dèné sé dìngàm wà?,Est-ce une femme ou un homme? 
19/08/2022 17:58:23,,Dèné lé nā̰ ná̰y ndáà lèl̄ tì-á gɨ́ yā̰ àr̄-é ùsɔ̀ láy,"La femme a goûté la sauce, et elle l'a aimée tellement qu'elle a toute mangée"
19/08/2022 17:59:16,,Dèné lə̀-ḿ ,ma femme 
19/08/2022 17:59:39,,ɓōlé dèné lə̀-ḿ òō né ndáà ndīngā,Si ma femme voit quelque chose elle la désire
19/08/2022 18:00:07,,Ngōn gɨ́ déngél,garçon tout petit et beau
19/08/2022 18:00:28,,Màn̄ ùlà déréré-dèrèrè,L'eau oscille
19/08/2022 18:00:51,,Dḛ́ lé d-áw ngàā,Ils sont déjà partis
19/08/2022 18:01:26,,Dḛ́ӯ mḭ́,Ils sont cinq
19/08/2022 18:01:46,,àl̄ tàŕ ùr gél búdū dɨ́ dɨ̀ mbā kùsà də́r dḛ́ӯ dɨ̀ ngán-é, Il bondit au lieu guetté pour attraper le pigeon et ses petits
19/08/2022 18:02:06,,òō də́r dḛ́ӯ sə̀ ngán-é ń-tò kèné,Il vit le pigeon avec ses petits qui étaient dedans
19/08/2022 18:02:40,,Njà-ḿ-gòdó dḛ́ӯ dɨ̀ Sú d-áw d-íyā gūm,Njamgoto et Sou allèrent poser des pièges
19/08/2022 18:03:02,,M-āw-né də̄ súgɨ̀ dɨ́,Je les emporte au marché
19/08/2022 18:03:25,,ḭ̀ də̄ súgɨ̀ dɨ́ jēń,Peut-être revient-il du marché
19/08/2022 18:03:48,,Tḛ̀ḛ̄ tà màn̄ bā dɨ́ də̀bə̀,Ils marchent longtemps et ils arrivent tout près d'un fleuve
19/08/2022 18:04:09,,Kə́y lə̀-á tō də̀bɨ̀ gɨ̀ ká̰ mā̰,Sa maison est proche de la mienne
19/08/2022 18:04:34,,Bàbá lé gāng də̄bə́ lò-ndɔ̀ɔ̄ lì-á ā-m̄ m̄-ndɔ̀ɔ̄ sì-á wə̄ĺ-nè,Papa a divisé la moitié de son champ pour que je puisse cultiver avec lui cette année
19/08/2022 18:05:00,,D-ḭ́ lò gɨ́ də̀bɨ̀ nè yàá ɗéèē,Ils viennent d'un lieu plus proche
19/08/2022 18:05:23,,Lēbɨ̄ ɗɔ̄ jē lé m-ā̰y m-āw m̄-də̀bɨ̀ wàlá,"Pendant les années de guerre, j'ai fuit pour me cacher en brousse"
19/08/2022 18:05:44,,Ngōn-gɨ́-dèné lé ùn jó lə̀ kḭ́-á jē gɨ́ bòý yàá də́bɨ̄ nàńg,La jeune fille a prit la grande jarre de sa mère et l'a renversée à terre
19/08/2022 18:06:18,,m̄-də̀j-ī gōsū ɗā ùbū ɗɔ̄ý,Je te demande comment on fait l'huile de karité
19/08/2022 18:06:40,,Də̀jì-m̄ kà-m̄ m̄-lá sà-á ndáà m̄-ndìgì sà-á,Il m'a demandé d'aller l'aider et j'ai accepté
19/08/2022 18:07:02,,Wúl lé à-m̄ də̀jì yā̰,Les arachides me font roter beaucoup
19/08/2022 18:07:26,,Də̄ĺ lé tō kānjī gɨ́ lèl̄ yā̰ nè sīngā-á ɓá yā̰ yā̰,L'Alestes baremoze est un poisson qui est délicieux mais il a beaucoup d'arêtes
19/08/2022 18:07:49,,Njè-bàdà-kə́y lə̀-ḿ də̄ń ɗə́bə́ gɨ̀ bèlóò,Mon voisin est passé sur le chemin avec son vélo
19/08/2022 18:08:08,,Də̀w̄ túngā də̀r ndɔ̄ ɗɔ̄ dɨ́ ə̀ĺ,On ne tresse pas le bouclier le jour de la guerre
19/08/2022 18:08:29,,Ngōn də̀r̄-ḿ lé tō ngōn gɨ́ dìngàm,Mon enfant aîné est un garçon
19/08/2022 18:08:58,,mbàl̄ gɨ́ Ngàw-ndērē lé də̀r̄-é ngāl ùndā də̀r̄ ḛ̀ gɨ́ Lērē,"La montagne de Ngaoundéré, son sommet est plus haut que le sommet de celle de Léré"
19/08/2022 18:09:30,,Də́r lé dā-kàs-é kūl yā̰ ùndā ká̰ də̄ĺ,"Le poisson Citharinus citharus là, sa chair est plus tendre que celle du poisson Alestes baremoze"
19/08/2022 18:09:50,,Gūm lə̀-á ùwà də́r,Son piège prit un pigeon
19/08/2022 18:10:19,,Tūbā də́r jē dɔ̀ kō gɨ́ nà d-á kò̰,Chasse les pigeons du mil pour qu'ils ne le mangent pas
19/08/2022 18:10:47,,Ngō-kó̰-ḿ gɨ́ tɔ̀gɨ̀ lé ḭ̀ Bàngī ɗèē gɨ̀ dìmásɨ̀ gɨ́ də̄sɨ́ nò̰ó̰,Mon grand-frère a quitté Bangui et est venu ici la semaine passée
19/08/2022 18:11:09,,Dìngàm gɨ́ à̰ẃ lé ndə̀r̄ dìmsì,Cet homme qui est là-bas est très costaud
19/08/2022 18:11:30,,m̄-tó̰ nàng tɔ́gɨ̄ dɨ́ lé àr̄ dɔ̀-ḿ dìngà yə̀r-yə̀r,J'ai croqué du sable dans les grains de mil et ma tête vibre
19/08/2022 18:11:47,,"ḛ̀ àw̄ gɨ̀ ngán jē sīrí, dìngàm jē mùndá, dèné jē sɔ́","Il a sept enfants, trois garçons et quatre filles"
19/08/2022 18:12:15,,"òý-yō, òjì ngōn kɨ́ dìngàm","Oui, elle a mis au monde un garçon"
19/08/2022 18:12:39,,Tō ngōn gɨ́ d-úndā gɨ̀ kás-é bàá d-ár-é dìngɨ̀rī,C'est un enfant qu'on a tapé depuis qu'il est petit et l'a rendu têtu
19/08/2022 18:13:01,,Dīrí lé ká̰-dé lèl̄ tà màn̄g jē gɨ́ yā̰,"L'arbre Acacia albida là, les boeufs aiment beaucoup leurs grains"
19/08/2022 18:13:41,,Tém dìrò lé də̀w̄ jē tə́dɨ̄ náājī-né,"Le gui de l'arbre Combretum glutinosum là, les gens le cassent pour jurer avec"
19/08/2022 18:14:11,,Dḭ̀ ɓɔ́l jē gɨ́ nṵ́ lé jōó bɔ́r ɗèē-né,Ramasse ses deux sacs là-bas ensemble pour les amener ici
19/08/2022 18:14:36,,M-ā m-dḭ̀ḭ̄ gē-é,Je le poursuis
19/08/2022 18:14:57,,Tò dḭ̀yò̰ sé dèné wà?,Est-il homme ou femme?
19/08/2022 18:15:23,,ā ā̰y ngɔ̄dɨ̄ dɨ̀ mbā-ɗí wà?,Tu cours pour quelle raison?
19/08/2022 18:15:42,,Mḛ̀ ɓē dɨ́ gɨ́-ɗá wà?,Dans quel village?
19/08/2022 18:16:05,,ɗí ā ɗā bèlè dɨ̀-sḭ́ wà?,Qu'est-ce que tu vas faire demain matin?
19/08/2022 18:16:26,,ɗèē dɨ̀ pə̀r ā-m̄ m-ō-né dò nè,Apporte du feu pour que je voie cette blessure
19/08/2022 18:16:48,,Dò gɨ́ gɔ̀l-ḿ lé ɔ̀gɨ̄-m̄ dɔ̀ njā,La plaie sur mon pied m'empêche de marcher
19/08/2022 18:17:09,,Dō jē tújī mángò lə̀-ḿ,Les chauves-souris détruisent mes mangues
19/08/2022 18:17:41,,Dō-dòngò lé sɔ̀ mángò yā̰,La chauve-souris grosse mange beaucoup de mangues
19/08/2022 18:18:00,,Dō-ngír-ngá̰y lé ùdū mbī lò yā̰,Les chauves-souris de maison font beaucoup de bruit
